0.28305066	0.084825486	-0.2614214	0.047120538	0.3238787	-0.20861046	0.04197882	-0.18831556	-0.2819031	0.42343244	-0.2288813	-0.22238714	-0.11070596	-0.073367536	-0.65727264	0.031433165
-0.02033386	0.3015173	0.15541375	-0.09133862	-0.18341786	0.0947599	0.2005598	-0.17984928	-0.19330366	0.020177322	-0.1731808	-0.26866654	-0.1636297	-0.04855914	-0.3796417	0.13270697
0.13679445	-0.15127759	0.11680431	0.25657198	0.08805456	-0.043185268	0.049315028	-0.2536995	0.031650603	0.091088645	0.15343834	-0.23113959	0.02085315	-0.06977361	0.0050482336	-0.098390765
-0.20707992	0.32714117	0.4279469	0.23925033	-0.027837776	-0.014968402	0.33272412	-0.14825241	0.15034142	0.060773622	-0.09176499	-0.20855156	-0.1027944	-0.09717191	0.19720866	0.2213173
-0.0827572	0.06531049	0.13580334	-0.5863577	-0.71622497	0.62348586	-0.035373934	-0.18560676	-0.5212797	-0.8380121	0.2902437	-0.46298173	0.22909822	-0.33829734	-0.28763852	-0.12838836
0.12988779	-0.07540288	-0.096581005	-0.01173292	0.13801718	0.015127696	0.20020622	-0.24067871	-0.17657025	0.21643955	-0.03262183	-0.27444544	-0.106272124	-0.17881803	-0.25515944	0.018679261
0.079870865	0.24486966	-0.04965929	0.17189647	0.19226547	-0.23898451	0.1376643	-0.06060204	-0.037055828	0.17202562	-0.18058683	-0.11188783	-0.012962368	0.07126852	-0.30718678	0.096049055
0.070790775	-0.09428337	0.40731233	0.21947257	-0.4928094	0.124609485	-0.049951047	0.14992452	0.32921097	-0.55425256	0.3238548	-0.08230913	0.38189802	0.21810244	0.5285157	-0.33635506
0.21729676	-0.22656775	0.041438494	0.0894096	-0.21355191	0.10199054	-0.05338695	-0.03430215	0.008148352	-0.20142075	0.22428094	-0.11452267	0.26727653	0.03462513	-0.08118272	-0.22415435
0.68886524	-0.32769004	-0.76464164	-0.15328768	0.014646353	-0.046710838	-0.59913373	-0.12493133	-0.3079394	-0.043082822	0.19046754	-0.16436368	0.31581855	0.1601357	-0.6935474	-0.44937122
0.08555475	-0.027064709	0.06245199	0.17316352	-0.019755516	-0.07609932	0.10043014	-0.08101393	0.034524757	-0.014068003	0.0801337	-0.19174796	0.09029739	0.056781292	-0.092813864	-0.07246429
-0.16809101	-0.32250378	0.6917973	0.7687573	0.11484618	-0.052517306	0.25458676	-0.24072202	0.7005208	-0.024027692	0.327118	-0.13626751	0.25837022	0.07524193	0.8404733	-0.14519924
0.118034035	-0.1761595	-0.001063327	0.15802154	0.2807644	-0.03534713	0.16456431	-0.32622752	-0.10382474	0.31944567	-0.01987947	-0.25563177	-0.053717833	-0.13551258	-0.2371652	-0.01834215
-0.14463042	0.046479642	0.3362291	0.39541772	0.26337585	-0.2492575	0.21028279	-0.24722995	0.2458634	0.20046736	-0.05112704	-0.15493774	-0.07199358	-0.06418946	0.20502223	0.11404295
-0.28845948	0.391821	0.24092703	0.39655718	0.51023406	-0.32960093	0.39523667	-0.2983712	0.057525538	0.60060257	-0.50772876	-0.20273805	-0.38306725	-0.2310391	0.00801605	0.41665277
0.018130638	-0.048635628	0.16453207	0.25889772	0.067540675	-0.03331956	0.09937019	-0.11237627	0.20046222	0.09313512	0.024258967	-0.1614163	0.012889052	0.007410632	0.18614076	-0.04907145
-0.19080481	0.0861477	0.28053772	-0.017366797	0.23859452	0.06917484	0.38409996	-0.5352014	-0.28828332	0.3190079	-0.2980412	-0.4336511	-0.40164262	-0.40358043	-0.12939924	0.260172
0.20362382	-0.3244092	0.0038378902	0.18426692	0.2361826	-0.023747478	0.017384488	-0.34585908	-0.079100706	0.22507702	0.05631129	-0.2122995	0.0021484229	-0.10303813	-0.100277156	-0.091738604
-0.37912676	0.08973532	0.4635803	-0.5894966	-0.7366389	0.7163402	0.34007552	-0.5967049	-0.47297817	-0.82051414	-0.043847658	-0.74003494	-0.38942337	-0.6547252	0.017857347	0.21384472
-0.019396486	-0.065622605	0.15267368	0.02978204	0.13016954	0.04760211	0.21305975	-0.3685155	-0.1258288	0.15810756	0.008785539	-0.3630314	-0.096822985	-0.26158187	-0.0441457	0.0993299
-0.19726047	0.2832391	0.3284874	-0.10923656	-0.3769046	0.15225981	0.21938905	0.12765352	-0.0485304	-0.37089655	-0.018668663	-0.19115439	0.0484757	-0.036648087	0.015852794	0.05794721
0.40452102	-0.07791022	-0.35489574	-0.092314556	0.009574252	-0.019796083	-0.19882014	-0.07530307	-0.2817031	-0.0062036146	0.049269278	-0.1434646	0.03309109	0.033338755	-0.56663674	-0.18084492
0.0853219	0.2093462	-0.010682855	0.21784355	0.14599386	-0.22552438	0.057395443	0.09720096	0.15967005	0.1304	-0.14992516	-0.014861702	0.03714774	0.10015507	-0.14715846	0.027527113
0.42299947	0.0049033803	-0.25822833	0.38647288	0.12320525	-0.26090282	-0.22875609	0.30755085	0.364693	0.10366044	-0.048173904	0.21900752	0.25641572	0.38802263	-0.19049178	-0.16915742
-0.20902574	0.1138138	0.28236517	0.24807574	0.30263627	-0.16832656	0.34787998	-0.29111987	0.052497167	0.31971747	-0.15373066	-0.1865569	-0.18693464	-0.1343288	0.10995925	0.23545955
